louse --synonyms-- cad; cootie; knave;
dictate --synonyms-- edict; precept; behest;
bleat --synonyms-- baa; blat; blather;
rein --synonyms-- curb; bit; brake;
unaware --synonyms-- heedless; negligent; oblivious;
acquisition --synonyms-- addition; gain; procurement;
suburban --synonyms-- rural; country; cosmopolitan;
preacher --synonyms-- clergy; cleric; evangelist;
changeless --synonyms-- constant; enduring; perpetual;
investor --synonyms-- banker; lender; shareholder;
reprehensible --synonyms-- culpable; disgraceful; objectionable;
banned --synonyms-- illegal; taboo; forbidden;
conditions --synonyms-- circumstances; setting; surrounding;
inopportune --synonyms-- contrary; disadvantageous; disturbing;
nicer --synonyms-- cordial; kind; good;
underage --synonyms-- adolescent; minor; junior;
conspiracy --synonyms-- plot; scheme; sedition;
snug --synonyms-- comfortable; comfy; cushy;
precarious --synonyms-- dangerous; delicate; dicey;
partnership --synonyms-- assistance; association; business;
sensual --synonyms-- exciting; sensuous; sexual;
sponge --synonyms-- parasite; bum; cadger;
species --synonyms-- breed; category; collection;
nonsense --synonyms-- absurdity; babble; baloney;
inflation --synonyms-- boom; expansion; hike;
instead --synonyms-- rather; alternately; alternative;
jealous --synonyms-- anxious; apprehensive; attentive;
daft --synonyms-- absurd; asinine; bonkers;
drunk --synonyms-- stoned; tipsy; bashed;
pet --synonyms-- cherished; darling; dear;
balance --synonyms-- equity; harmony; tension;
eleven --synonyms-- NO SYNONYMS;
matter --synonyms-- element; material; thing;
call --synonyms-- calling; cry; signal;
fat --synonyms-- big; bulging; bulky;
system --synonyms-- arrangement; organization; rule;
burial --synonyms-- funeral; interment; burying;
appendix --synonyms-- addendum; postscript; addition;
stride --synonyms-- stalk; traipse; tramp;
afraid --synonyms-- anxious; apprehensive; frightened;
blushing --synonyms-- embarrassed; flushed; flushing;
rosy --synonyms-- glowing; rose-colored; aflush;
vestige --synonyms-- glimmer; relic; remnant;
voting --synonyms-- balloting; polling; vote;
bristle --synonyms-- barb; feeler; fiber;
bully --synonyms-- oppressor; rascal; annoyer;
hurtful --synonyms-- damaging; dangerous; destructive;
bitten --synonyms-- eaten; mangled; masticated;
colander --synonyms-- sifter; utensil; bowl-shaped sieve;
turmoil --synonyms-- anxiety; confusion; disturbance;
astound --synonyms-- astonish; bewilder; confound;
brash --synonyms-- bold; brazen; cheeky;
painfully --synonyms-- achingly; sorely; in pain;
comet --synonyms-- bolide; falling star; fireball;
sperm --synonyms-- berry; corn; egg;
alternative --synonyms-- different; second; substitute;
platoon --synonyms-- batch; detachment; patrol;
immediately --synonyms-- directly; forthwith; instantly;
conclude --synonyms-- achieve; close; complete;
libel --synonyms-- defamation; aspersion; calumny;
mammoth --synonyms-- colossal; enormous; gargantuan;
culture --synonyms-- ability; art; civilization;
golden --synonyms-- bright; brilliant; glorious;
harvest --synonyms-- intake; output; result;
garage --synonyms-- barn; parking lot; parking space;
perceive --synonyms-- discern; distinguish; feel;
construct --synonyms-- build up; compose; create;
assistant --synonyms-- aide; apprentice; associate;
slightest --synonyms-- early; aboriginal; antecedent;
violent --synonyms-- brutal; crazy; cruel;
satisfaction --synonyms-- achievement; amusement; comfort;
fool --synonyms-- ass; boob; buffoon;
clothe --synonyms-- attire; bundle up; cloak;
modern --synonyms-- contemporary; current; modernized;
also --synonyms-- again; further; likewise;
cut --synonyms-- laceration; wound; carving;
form --synonyms-- design; fashion; mode;
smuggle --synonyms-- export; hide; bootleg;
share --synonyms-- contribution; dividend; division;
harmony --synonyms-- conformity; consensus; consistency;
appliance --synonyms-- device; gadget; instrument;
low --synonyms-- below; depressed; flat;
portal --synonyms-- doorway; entrance; entry;
tactic --synonyms-- ploy; gambit; stratagem;
disgraceful --synonyms-- contemptible; degrading; ignominious;
shipping --synonyms-- freight; ship; passenger;
locking --synonyms-- bolt; grip; latch;
ant-hill --synonyms-- bank; drift; dune;
bearing --synonyms-- demeanor; manner; address;
discernible --synonyms-- apparent; appreciable; audible;
tug --synonyms-- drag; draw; haul;
compelling --synonyms-- fascinating; constraining; coercive;
stain --synonyms-- blemish; blotch; color;
lucidity --synonyms-- clarity; purity; transparency;
frontier --synonyms-- borderland; borderline; bound;
evolve --synonyms-- derive; emerge; expand;
reclaim --synonyms-- convert; recover; rescue;
revealing --synonyms-- ominous; prophetic; oracular;
accredited --synonyms-- authorized; certified; vouched for;
haunting --synonyms-- eerie; memorable; nostalgic;
pun --synonyms-- double entendre; joke; quip;
persistent --synonyms-- constant; continual; endless;
buck --synonyms-- bull; stag; altercate;
waist --synonyms-- midriff; waistline; gut;
melon --synonyms-- cantaloupe; gourd; papaya;
flames --synonyms-- bonfire; conflagration; flame;
weaker --synonyms-- shaky; uncertain; hesitant;
athletic --synonyms-- active; energetic; muscular;
yawn --synonyms-- divide; doze; drowse;
horror --synonyms-- apprehension; awe; consternation;
ditch --synonyms-- dike; gutter; moat;
sculpture --synonyms-- sculpt; carve; cast;
sandy --synonyms-- arenaceous; acervulus; ammophilous;
twisted --synonyms-- contorted; curled; gnarled;
agent --synonyms-- assistant; broker; commissioner;
boil --synonyms-- abscess; blain; blister;
president --synonyms-- boss; CEO; leader;
pregnant --synonyms-- abundant; anticipating; carrying a child;
dirt --synonyms-- excrement; ground; muck;
bake --synonyms-- heat; melt; simmer;
rope --synonyms-- cable; strand; string;
away --synonyms-- abroad; absent; aside;
fear --synonyms-- alarm; angst; anxiety;
his --synonyms-- my; your; her;
cone --synonyms-- conoid; pyramid; raceme;
microphone --synonyms-- bug; wire; amplifier;
anticipated --synonyms-- foreseen; certain; likely;
operative --synonyms-- operational; usable; current;
impossibility --synonyms-- futility; contrariety; difficulty;
penthouse --synonyms-- brood; brood; penthouse;
plenitude --synonyms-- abundance; affluence; avalanche;
considerate --synonyms-- accommodating; amiable; attentive;
radius --synonyms-- ambit; boundary; compass;
airy --synonyms-- breezy; uncluttered; aerial;
repute --synonyms-- character; chastity; courage;
nasal --synonyms-- NO SYNONYMS;
proprietary --synonyms-- antidote; drug; elixir;
asylum --synonyms-- haven; refuge; sanctuary;
suitable --synonyms-- advisable; applicable; apt;
devastating --synonyms-- calamitous; destructive; disastrous;
relive --synonyms-- commemorate; get; learn;
fisherman --synonyms-- fisher; trawler; lobsterman;
cater --synonyms-- baby; coddle; cotton;
scooter --synonyms-- chopper; hog; minibike;
repellent --synonyms-- foul; offensive; awful;
advanced --synonyms-- leading; progressive; state-of-the-art;
fertile --synonyms-- abundant; arable; fruitful;
innocence --synonyms-- chastity; guiltlessness; immaculateness;
lid --synonyms-- cap; roof; cover;
louder --synonyms-- heavy; lusty; resounding;
fringe --synonyms-- brink; edge; hem;
inclose --synonyms-- agree; meet; bind;
insecure --synonyms-- afraid; anxious; apprehensive;
thirst --synonyms-- appetite; desire; eagerness;
steep --synonyms-- abrupt; arduous; hilly;
expression --synonyms-- definition; explanation; interpretation;
biological --synonyms-- organic; life; living;
preposition --synonyms-- NO SYNONYMS;
climate --synonyms-- humidity; temperature; altitude;
aggravation --synonyms-- irritation; affliction; aggro;
illogical --synonyms-- absurd; false; groundless;
beef --synonyms-- meat; arm; brawn;
oppose --synonyms-- argue; assail; attack;
branch --synonyms-- arm; bureau; chapter;
danger --synonyms-- crisis; emergency; exposure;
arrival --synonyms-- advent; appearance; influx;
classified --synonyms-- confidential; restricted; private;
imagine --synonyms-- brainstorm; conceptualize; create;
degree --synonyms-- amount; extent; grade;
forward --synonyms-- ahead; leading; onward;
partying --synonyms-- amuse; entertain; delight;
clatter --synonyms-- clack; ballyhoo; bluster;
obstruction --synonyms-- blockage; hindrance; interference;
spire --synonyms-- steeple; apex; blade;
albeit --synonyms-- admitting; even if; even though;
mar --synonyms-- blight; bruise; harm;
bailiff --synonyms-- constable; agent; bobby;
admiral --synonyms-- board; bureau; cabinet;
believable --synonyms-- authentic; conceivable; convincing;
ignate --synonyms-- NO SYNONYMS;
fodder --synonyms-- barley; corn; food;
annulment --synonyms-- abolition; abrogation; breakup;
bizarre --synonyms-- comical; curious; extraordinary;
gang --synonyms-- band; bunch; clan;
satisfactory --synonyms-- adequate; decent; fair;
ruined --synonyms-- collapsed; demolished; ravaged;
regard --synonyms-- view; care; carefulness;
aunt --synonyms-- agnate; blood; brother-in-law;
freak --synonyms-- aberration; anomaly; geek;
mess --synonyms-- chaos; clutter; confusion;
map --synonyms-- design; drawing; graph;
chair --synonyms-- armchair; bench; recliner;
manly --synonyms-- male; manful; masculine;
jewel --synonyms-- bauble; bead; gem;
press --synonyms-- Fourth Estate; journalist; magazine;
admired --synonyms-- cherished; dear; esteemed;
stove --synonyms-- boiler; cooker; heater;
whereabouts --synonyms-- place; site; spot;
riddle --synonyms-- complexity; conundrum; dilemma;
stirring --synonyms-- electrifying; emotional; exhilarating;
affirm --synonyms-- assert; confirm; declare;
culinary --synonyms-- comestible; delicious; dietary;
calumny --synonyms-- defamation; lie; abuse;
renaissance --synonyms-- rejuvenation; renewal; resurgence;
cub --synonyms-- offspring; whelp; child;
sift --synonyms-- analyze; comb; delve into;
lab --synonyms-- workshop; chemistry laboratory; research laboratory;
brochure --synonyms-- advertisement; booklet; flyer;
sluice --synonyms-- channel; douse; flume;
armament --synonyms-- ammunition; arms; hardware;
granny --synonyms-- dotard; fogy; fusspot;
writer --synonyms-- author; biographer; columnist;
annihilate --synonyms-- crush; decimate; demolish;
yearn --synonyms-- ache; chafe; covet;
frown --synonyms-- glare; glower; grimace;
favourite --synonyms-- beloved; cherished; favored;
distraction --synonyms-- aberration; complication; confusion;
pajamas --synonyms-- jammies; jams; loungewear;
carsick --synonyms-- NO SYNONYMS;
spectacle --synonyms-- comedy; demonstration; display;
chilly --synonyms-- breezy; brisk; cool;
coherence --synonyms-- consistency; continuity; integrity;
bark --synonyms-- crust; husk; skin;
protective --synonyms-- careful; defensive; jealous;
conscious --synonyms-- attentive; aware; certain;
central --synonyms-- basic; essential; fundamental;
besides --synonyms-- also; as well; in addition;
otherwise --synonyms-- differently; at another time; any other way;
illustrate --synonyms-- clarify; delineate; depict;
react --synonyms-- acknowledge; act; answer;
officer --synonyms-- agent; chief; civil servant;
towel --synonyms-- sponge; squeegee; swab;
nephew --synonyms-- agnate; aunt; blood;
get --synonyms-- bring; draw; earn;
after --synonyms-- afterwards; later; subsequently;
sea --synonyms-- expanse; lake; ocean;
network --synonyms-- chain; grid; net;
amongst --synonyms-- amidst; among; between;
multiply --synonyms-- accumulate; augment; boost;
shoulder --synonyms-- accept; assume; bear;
comprehension --synonyms-- apprehension; awareness; apperception;
equality --synonyms-- civil rights; coordination; equal opportunity;
spade --synonyms-- shovel; digger; spud;
brood --synonyms-- offspring; breed; chicks;
mourn --synonyms-- ache; agonize; bemoan;
accompaniment --synonyms-- accessory; adjunct; appurtenance;
scoundrel --synonyms-- crook; rascal; blackguard;
navel --synonyms-- umbilical; omphalic; umbilicate;
subway --synonyms-- metro; underground; chute;
fraud --synonyms-- blackmail; deceit; extortion;
reproduction --synonyms-- breeding; copy; facsimile;
etc. --synonyms-- NO SYNONYMS;
sleepy --synonyms-- drowsy; lethargic; listless;
vinegar --synonyms-- marinade; alkali; blue;
brag --synonyms-- boast; crow; gloat;
rational --synonyms-- analytical; balanced; deliberate;
intercept --synonyms-- ambush; arrest; block;
doomed --synonyms-- ill-fated; wrecked; bedeviled;
explicit --synonyms-- accurate; categorical; certain;
sort --synonyms-- array; character; description;
convenience --synonyms-- accessibility; accommodation; advantage;
generalize --synonyms-- conclude; derive; discern;
centre --synonyms-- NO SYNONYMS;
dense --synonyms-- heavy; impenetrable; opaque;
defend --synonyms-- contend; fight; fight for;
cape --synonyms-- arm; beak; bill;
certainly --synonyms-- absolutely; assuredly; exactly;
fee --synonyms-- account; bill; commission;
campaign --synonyms-- crusade; drive; fight;
easier --synonyms-- accessible; straightforward; simple;
bless --synonyms-- anoint; baptize; consecrate;
festival --synonyms-- anniversary; commemoration; competition;
safety --synonyms-- freedom; security; assurance;
chemical --synonyms-- synthetic; actinic; alchemical;
hotel --synonyms-- hostel; house; inn;
pretty --synonyms-- attractive; beautiful; charming;
revision --synonyms-- alteration; amendment; improvement;
cooler --synonyms-- container; icebox; refrigerant;
contribution --synonyms-- addition; donation; grant;
slip --synonyms-- blunder; error; lapse;
speck --synonyms-- blot; dot; fleck;
bridal --synonyms-- espousal; hymeneal; nuptial;
vane --synonyms-- fan; feather; weathercock;
allegiance --synonyms-- adherence; dedication; deference;
envisage --synonyms-- confront; consider; image;
spinach --synonyms-- blue-green; olive; apple;
provenance --synonyms-- origin; derivation; home;
entertaining --synonyms-- absorbing; affecting; captivating;
poise --synonyms-- aplomb; calmness; confidence;
crust --synonyms-- layer; skin; surface;
chimera --synonyms-- bogy; delusion; fabrication;
ridiculous --synonyms-- absurd; bizarre; fantastic;
sway --synonyms-- clout; amplitude; authority;
comely --synonyms-- good-looking; winsome; a ten;
exit --synonyms-- door; gate; opening;
sentimental --synonyms-- affectionate; corny; dreamy;
nightfall --synonyms-- dusk; sundown; sunset;
fiddle --synonyms-- fidget; fool; interfere;
